Month of Stop,Reason for Stop,Officer Race,Officer Gender,Officer Years of Service,Driver Race,Driver Gender,Driver Age,Search Conducted,Results,CMPD Division
2020/02,Vehicle Equipment,White,M,10,Black,M,42,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,White,M,20,Hispanic/Latino,F,20,Yes,Citation,Independence Division
2020/02,Safe Movement,Asian/Pacific Islander,M,23,Hispanic/Latino,M,39,Yes,Citation,Eastway Division
2020/02,Speeding,Black/African American,M,17,Black,F,48,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,Asian/Pacific Islander,M,23,Hispanic/Latino,M,26,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,10,Hispanic/Latino,M,18,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,20,White,M,33,Yes,Citation,Independence Division
2020/02,Speeding,White,M,20,Hispanic/Latino,M,16,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,12,White,M,45,Yes,Citation,Hickory Grove Division
2020/02,SeatBelt,White,F,28,Black,F,24,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,17,Black,M,59,Yes,Verbal Warning,Providence Division
2020/02,Speeding,White,M,21,Black,F,48,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,F,13,Black,M,41,Yes,Citation,North Tryon Division
2020/02,Vehicle Regulatory,White,M,22,White,M,34,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,23,Hispanic/Latino,M,23,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,12,White,M,35,Yes,Citation,Independence Division
2020/02,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,M,60,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,9,White,M,30,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,13,Black,M,28,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Equipment,White,F,26,White,F,50,Yes,Verbal Warning,Central Division
2020/02,Speeding,Not Specified,M,26,White,M,24,Yes,Verbal Warning,Eastway Division
2020/02,Investigation,White,M,9,White,F,36,Yes,Verbal Warning,Hickory Grove Division
2020/02,Speeding,Not Specified,M,26,White,M,70,Yes,Verbal Warning,Eastway Division
2020/02,Safe Movement,Black/African American,M,12,Two or more,F,36,Yes,Verbal Warning,North Division
2020/02,Speeding,Asian/Pacific Islander,M,13,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,9,White,M,35,Yes,Verbal Warning,
2020/02,Speeding,White,M,9,White,F,29,Yes,Verbal Warning,Hickory Grove Division
2020/02,Speeding,White,M,9,White,M,55,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,20,Black,M,51,Yes,Verbal Warning,Hickory Grove Division
2020/02,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,M,38,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,2,White,F,21,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,21,No,Verbal Warning,Freedom Division
2020/02,Vehicle Regulatory,Black/African American,F,3,Black,F,44,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,F,1,Black,F,40,Yes,Citation,University City Division
2020/02,Safe Movement,White,M,9,Hispanic/Latino,M,45,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,7,Black,M,34,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,Black/African American,F,3,Black,F,23,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,50,No,Arrest,Freedom Division
2020/02,Speeding,White,M,21,White,F,50,Yes,Verbal Warning,North Division
2020/02,Stop Light/Sign,Hispanic/Latino,M,2,Other/Unknown,M,18,Yes,Verbal Warning,Steele Creek Division
2020/02,Speeding,White,M,9,Hispanic/Latino,M,23,Yes,Citation,Hickory Grove Division
2020/02,Safe Movement,White,M,6,White,M,60,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,19,Black,M,48,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,Hispanic/Latino,M,6,Black,M,47,Yes,Citation,Metro Division
2020/02,Vehicle Regulatory,White,M,13,White,F,26,Yes,None,Providence Division
2020/02,Speeding,Black/African American,M,5,Black,M,35,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,14,White,M,66,Yes,Citation,South Division
2020/02,SeatBelt,Black/African American,M,5,White,F,39,Yes,Citation,North Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,1,Black,M,25,Yes,Verbal Warning,
2020/02,Speeding,Black/African American,M,3,White,F,67,Yes,Written Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,3,White,M,43,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,Black/African American,F,3,Black,M,41,Yes,Written Warning,University City Division
2020/02,Vehicle Regulatory,Black/African American,M,5,Black,M,24,Yes,Citation,North Division
2020/02,Speeding,Black/African American,M,3,Hispanic/Latino,M,32,Yes,Citation,Providence Division
2020/02,Speeding,Black/African American,M,3,Black,M,57,Yes,Citation,Providence Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,White,M,39,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,7,Two or more,M,35,Yes,Verbal Warning,Hickory Grove Division
2020/02,Speeding,Black/African American,M,3,White,M,32,Yes,Citation,Providence Division
2020/02,Vehicle Regulatory,White,M,2,White,M,32,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,Black/African American,M,3,Black,F,57,Yes,Citation,Providence Division
2020/02,Speeding,Black/African American,M,3,White,M,35,Yes,Citation,Providence Division
2020/02,Speeding,Black/African American,M,3,White,M,34,Yes,Citation,Providence Division
2020/02,Speeding,Black/African American,M,3,White,F,33,Yes,Written Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,30,Yes,Verbal Warning,Independence Division
2020/02,Stop Light/Sign,White,M,6,Black,F,28,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,22,Hispanic/Latino,M,16,Yes,Citation,Westover Division
2020/02,Stop Light/Sign,White,M,13,White,M,40,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,42,Yes,Citation,Freedom Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,60,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,38,Yes,Citation,South Division
2020/02,Vehicle Regulatory,White,M,14,Black,M,23,Yes,Verbal Warning,Steele Creek Division
2020/02,Stop Light/Sign,White,M,5,Black,M,55,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,9,White,F,21,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Equipment,Black/African American,F,2,Black,M,22,Yes,Verbal Warning,Central Division
2020/02,Vehicle Equipment,White,M,1,Black,M,48,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,Black/African American,F,2,White,M,45,Yes,None,Metro Division
2020/02,Stop Light/Sign,White,M,5,Black,M,19,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,2 or More,M,2,Two or more,F,21,Yes,Verbal Warning,Central Division
2020/02,Speeding,White,M,9,Hispanic/Latino,M,41,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Equipment,White,M,5,Black,F,32,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,1,White,M,27,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,F,1,Black,F,30,Yes,Verbal Warning,Central Division
2020/02,Safe Movement,2 or More,M,2,Black,M,26,Yes,Verbal Warning,Central Division
2020/02,Vehicle Equipment,Asian/Pacific Islander,M,18,White,F,64,Yes,Verbal Warning,South Division
2020/02,Stop Light/Sign,Hispanic/Latino,M,2,Black,M,35,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,8,Black,M,23,No,Arrest,North Tryon Division
2020/02,Safe Movement,White,M,2,Two or more,M,28,Yes,Citation,University City Division
2020/02,Vehicle Equipment,White,M,5,Black,F,23,No,Verbal Warning,North Tryon Division
2020/02,Vehicle Equipment,White,M,13,White,M,29,Yes,Arrest,Hickory Grove Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,1,Black,F,18,Yes,Citation,University City Division
2020/02,Vehicle Equipment,White,M,2,Black,F,45,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,4,Black,F,30,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,2 or More,M,2,Black,M,29,Yes,Citation,Central Division
2020/02,Safe Movement,Black/African American,M,1,Black,F,45,Yes,Citation,Providence Division
2020/02,Safe Movement,White,M,2,Black,M,39,Yes,Verbal Warning,Metro Division
2020/02,Speeding,White,M,2,Black,M,21,Yes,Citation,Metro Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,27,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,6,Black,M,40,Yes,Citation,Freedom Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,26,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,48,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Equipment,White,M,2,Black,M,55,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,2,Black,F,25,Yes,Citation,Metro Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,47,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,Black/African American,M,9,Black,M,28,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,5,Black,M,25,No,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,27,Yes,Verbal Warning,Independence Division
2020/02,Stop Light/Sign,Black/African American,M,9,Black,M,50,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,White,M,1,Black,M,23,Yes,Verbal Warning,Metro Division
2020/02,Investigation,White,M,7,Black,F,37,No,Verbal Warning,Eastway Division
2020/02,Safe Movement,White,M,6,Black,M,39,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,2 or More,M,2,Two or more,M,21,Yes,Verbal Warning,Central Division
2020/02,Safe Movement,White,M,5,Black,M,23,No,Arrest,North Tryon Division
2020/02,Speeding,White,M,12,Black,F,24,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,6,Black,F,24,No,Arrest,University City Division
2020/02,Investigation,White,M,6,White,F,56,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,31,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,40,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,11,Black,M,28,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,1,Black,F,35,Yes,Citation,Central Division
2020/02,Investigation,White,M,6,Black,M,30,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,4,Black,M,56,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,White,M,13,Two or more,M,24,Yes,Written Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,2,Asian,M,27,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,48,Yes,Verbal Warning,Freedom Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,30,No,Verbal Warning,North Tryon Division
2020/02,Speeding,Hispanic/Latino,M,23,Black,M,55,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,3,White,M,27,Yes,Verbal Warning,Westover Division
2020/02,Speeding,White,M,4,White,F,27,Yes,Citation,
2020/02,Safe Movement,Black/African American,M,1,Black,M,28,Yes,Verbal Warning,Metro Division
2020/02,Speeding,White,M,26,White,M,49,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,Asian/Pacific Islander,M,12,Other/Unknown,M,35,Yes,Verbal Warning,Independence Division
2020/02,Investigation,White,M,1,Black,M,46,Yes,Citation,North Tryon Division
2020/02,Vehicle Regulatory,Black/African American,M,26,Black,M,59,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,25,White,M,45,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,21,Black,F,30,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,26,Black,M,35,Yes,Written Warning,Central Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,12,Black,F,35,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,11,White,M,65,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,White,M,21,Other/Unknown,F,28,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,28,Black,F,30,Yes,Citation,Freedom Division
2020/02,Stop Light/Sign,White,M,25,Hispanic/Latino,M,36,Yes,Verbal Warning,South Division
2020/02,Other,White,M,4,White,F,28,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,White,M,15,Black,F,29,Yes,Verbal Warning,Eastway Division
2020/02,Stop Light/Sign,Asian/Pacific Islander,M,17,Black,M,66,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,23,White,F,39,Yes,Citation,Steele Creek Division
2020/02,Speeding,White,M,12,White,F,52,Yes,Citation,South Division
2020/02,Stop Light/Sign,Hispanic/Latino,M,2,Other/Unknown,F,41,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,26,Black,M,40,Yes,Citation,University City Division
2020/02,Safe Movement,Not Specified,M,27,White,M,30,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,26,White,F,74,Yes,Citation,University City Division
2020/02,Speeding,Asian/Pacific Islander,M,16,Black,M,55,Yes,Citation,North Division
2020/02,Stop Light/Sign,White,M,22,White,F,49,Yes,Citation,Central Division
2020/02,Vehicle Equipment,White,M,26,Two or more,F,19,Yes,Citation,University City Division
2020/02,Speeding,White,M,22,White,F,70,Yes,Verbal Warning,Central Division
2020/02,Vehicle Equipment,White,M,26,Black,F,27,Yes,Citation,North Tryon Division
2020/02,Speeding,Asian/Pacific Islander,M,16,White,F,29,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,25,Yes,Citation,Steele Creek Division
2020/02,Speeding,White,F,13,Hispanic/Latino,F,36,Yes,Citation,Eastway Division
2020/02,Safe Movement,White,M,20,Black,M,33,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,11,Hispanic/Latino,M,36,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,11,Black,M,40,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,White,F,13,White,M,43,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,21,Black,F,25,Yes,Citation,Central Division
2020/02,Speeding,White,F,13,Black,M,35,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,Black/African American,M,10,Black,M,54,Yes,Citation,
2020/02,Speeding,White,M,11,White,M,22,Yes,Citation,Eastway Division
2020/02,Stop Light/Sign,White,M,14,White,F,45,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,52,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,26,Black,M,64,Yes,Written Warning,Eastway Division
2020/02,Stop Light/Sign,White,M,14,White,M,50,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,11,Black,M,69,Yes,Citation,Eastway Division
2020/02,Speeding,Black/African American,M,26,Two or more,M,34,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,31,Yes,Citation,Metro Division
2020/02,Vehicle Regulatory,White,M,11,Black,M,62,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,F,24,White,M,35,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,20,Hispanic/Latino,M,40,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,White,M,21,Black,F,35,Yes,Verbal Warning,
2020/02,Stop Light/Sign,White,M,14,Black,F,30,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,30,White,M,59,Yes,Citation,Providence Division
2020/02,Vehicle Equipment,White,M,26,Black,F,61,Yes,Citation,Central Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,42,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,22,White,F,55,Yes,Verbal Warning,Independence Division
2020/02,Speeding,White,M,20,Other/Unknown,M,20,Yes,Citation,Independence Division
2020/02,SeatBelt,White,M,21,Black,M,25,Yes,Verbal Warning,Central Division
2020/02,Speeding,White,M,30,White,M,17,Yes,Written Warning,Providence Division
2020/02,Vehicle Regulatory,Black/African American,M,26,White,F,34,Yes,Citation,Westover Division
2020/02,Speeding,White,M,30,Other/Unknown,F,23,Yes,Written Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,22,White,M,40,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Equipment,White,M,21,White,M,25,Yes,Citation,North Tryon Division
2020/02,Speeding,White,M,30,Black,M,48,Yes,Citation,Providence Division
2020/02,Speeding,White,M,5,Hispanic/Latino,F,55,Yes,Citation,Steele Creek Division
2020/02,Other,Black/African American,M,20,Black,M,58,Yes,Citation,South Division
2020/02,Speeding,White,M,30,White,F,67,Yes,Written Warning,Providence Division
2020/02,Speeding,White,M,11,White,M,64,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,30,White,F,26,Yes,Written Warning,Providence Division
2020/02,Speeding,White,M,11,White,F,28,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,5,Hispanic/Latino,M,31,Yes,Citation,Steele Creek Division
2020/02,Speeding,White,F,13,Black,M,27,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,30,White,F,31,Yes,Citation,Providence Division
2020/02,Vehicle Regulatory,Not Specified,M,27,Black,M,65,Yes,None,Independence Division
2020/02,Speeding,White,M,11,Black,F,22,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,20,Black,M,23,Yes,Citation,Independence Division
2020/02,Speeding,White,M,30,Two or more,M,37,Yes,Citation,Providence Division
2020/02,Vehicle Regulatory,Black/African American,M,20,Black,M,31,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,M,26,Black,M,27,Yes,Citation,University City Division
2020/02,Speeding,White,M,5,Hispanic/Latino,F,21,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,12,White,M,29,Yes,Verbal Warning,Independence Division
2020/02,SeatBelt,White,M,11,White,M,32,Yes,Citation,Eastway Division
2020/02,Stop Light/Sign,White,M,19,White,F,55,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,30,White,M,34,Yes,Written Warning,Providence Division
2020/02,Safe Movement,White,M,19,Black,M,81,Yes,Citation,Independence Division
2020/02,Vehicle Equipment,Black/African American,M,29,White,M,29,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,M,1,Black,F,31,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,30,Black,M,42,Yes,Written Warning,Providence Division
2020/02,Speeding,White,M,30,White,F,17,Yes,Written Warning,Providence Division
2020/02,Stop Light/Sign,White,M,19,Hispanic/Latino,M,40,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,5,Hispanic/Latino,F,28,Yes,Citation,Steele Creek Division
2020/02,Speeding,White,M,30,Black,M,58,Yes,Written Warning,Providence Division
2020/02,Safe Movement,White,M,19,Black,M,41,Yes,Citation,Independence Division
2020/02,Speeding,White,M,12,Hispanic/Latino,F,75,Yes,Verbal Warning,South Division
2020/02,Stop Light/Sign,Asian/Pacific Islander,M,23,White,F,65,Yes,Verbal Warning,Central Division
2020/02,Stop Light/Sign,White,M,1,Other/Unknown,F,21,Yes,Verbal Warning,Hickory Grove Division
2020/02,Speeding,White,M,5,Black,F,29,Yes,Citation,Steele Creek Division
2020/02,Vehicle Regulatory,White,M,10,Black,M,24,Yes,Verbal Warning,Metro Division
